time_s,adc_code,voltage_v
1.470000,42,0.03161936
1.480000,39,0.03161861
1.490000,38,0.03161787
1.500000,38,0.03161712
1.510000,39,0.03161638
1.520000,36,0.03161564
1.530000,37,0.03161489
1.540000,36,0.03161415
1.550000,34,0.03161340
1.560000,41,0.03161266
1.570000,42,0.03161192
1.580000,41,0.03161117
1.590000,35,0.03161043
1.600000,40,0.03160968
1.610000,40,0.03160894
1.620000,38,0.03160820
1.630000,40,0.03160745
1.640000,36,0.03160671
1.650000,37,0.03160597
1.660000,37,0.03160522
1.670000,37,0.03160448
1.680000,37,0.03160373
1.690000,41,0.03160299
1.700000,37,0.03160225
1.710000,38,0.03160150
1.720000,37,0.03160076
1.730000,43,0.03160001
1.740000,37,0.03159927
1.750000,40,0.03159853
1.760000,42,0.03159778
1.770000,36,0.03159704
1.780000,37,0.03159629
1.790000,38,0.03159555
1.800000,36,0.03159481
1.810000,41,0.03159537
1.820000,38,0.03159667
1.830000,41,0.03159796
1.840000,40,0.03159926
1.850000,39,0.03160056
1.860000,41,0.03160186
1.870000,38,0.03160316
1.880000,41,0.03160445
1.890000,36,0.03160575
1.900000,37,0.03160705
1.910000,41,0.03160835
1.920000,35,0.03160965
1.930000,40,0.03161095
1.940000,38,0.03161224
1.950000,38,0.03161354
1.960000,37,0.03161484
1.970000,41,0.03161614
1.980000,36,0.03161744
1.990000,40,0.03161873
2.000000,40,0.03162003
2.010000,38,0.03162133
2.020000,39,0.03162263
2.030000,40,0.03162393
2.040000,38,0.03162523
2.050000,36,0.03162652
2.060000,39,0.03162782
2.070000,37,0.03162912
2.080000,38,0.03163042
2.090000,39,0.03163172
2.100000,40,0.03163302
2.110000,42,0.03163431
2.120000,39,0.03163561
2.130000,39,0.03163691
2.140000,40,0.03163821
2.150000,39,0.03163951
2.160000,35,0.03164080
2.170000,38,0.03164210
2.180000,36,0.03164340
2.190000,40,0.03164470
2.200000,41,0.03164600
2.210000,39,0.03164730
2.220000,37,0.03164859
2.230000,40,0.03164989
2.240000,37,0.03165119
2.250000,39,0.03165249
2.260000,36,0.03165379
2.270000,36,0.03165508
2.280000,36,0.03165638
2.290000,39,0.03165768
2.300000,37,0.03165898
2.310000,40,0.03166028
2.320000,36,0.03166158
2.330000,40,0.03166287
2.340000,38,0.03166417
2.350000,41,0.03166547
2.360000,41,0.03166677
2.370000,38,0.03166807
2.380000,39,0.03166936
2.390000,39,0.03167066
2.400000,40,0.03167196
2.410000,38,0.03167326
2.420000,41,0.03167456
2.430000,38,0.03167586
2.440000,35,0.03167715
2.450000,39,0.03167845
2.460000,39,0.03167975
2.470000,40,0.03168105
2.480000,40,0.03168235
2.490000,39,0.03168365
2.500000,39,0.03168494
2.510000,39,0.03168624
2.520000,38,0.03168754
2.530000,36,0.03168884
2.540000,37,0.03169014
2.550000,39,0.03169143
2.560000,34,0.03169273
2.570000,38,0.03169403
2.580000,37,0.03169533
2.590000,39,0.03169663
2.600000,37,0.03169793
2.610000,39,0.03169922
2.620000,38,0.03170052
2.630000,41,0.03170182
2.640000,38,0.03170312
2.650000,38,0.03170442
2.660000,39,0.03170571
2.670000,35,0.03170701
2.680000,37,0.03170831
2.690000,42,0.03170961
2.700000,40,0.03171091
2.710000,39,0.03171221
2.720000,41,0.03171350
2.730000,39,0.03171480
2.740000,38,0.03171610
2.750000,38,0.03171740
2.760000,35,0.03171870
2.770000,41,0.03171999
2.780000,38,0.03172129
2.790000,39,0.03172259
2.800000,38,0.03172389
2.810000,38,0.03172519
2.820000,34,0.03172649
2.830000,39,0.03172778
2.840000,43,0.03172908
2.850000,41,0.03173038
2.860000,38,0.03173168
2.870000,37,0.03173298
2.880000,39,0.03173428
2.890000,40,0.03173557
2.900000,39,0.03173687
2.910000,41,0.03173817
2.920000,37,0.03173947
2.930000,41,0.03174077
2.940000,39,0.03174206
2.950000,38,0.03174336
2.960000,38,0.03174466
2.970000,40,0.03174596
2.980000,40,0.03174726
2.990000,39,0.03174856
3.000000,40,0.03174985
3.010000,44,0.03175115
3.020000,36,0.03175245
3.030000,35,0.03175375
3.040000,39,0.03175505
3.050000,37,0.03175634
3.060000,39,0.03175764
3.070000,36,0.03175894
3.080000,39,0.03176024
3.090000,42,0.03176154
3.100000,41,0.03176284
3.110000,37,0.03176413
3.120000,38,0.03176543
3.130000,41,0.03176673
3.140000,43,0.03176803
3.150000,37,0.03176933
3.160000,37,0.03177062
3.170000,41,0.03177192
3.180000,38,0.03177322
3.190000,37,0.03177452
3.200000,41,0.03177582
3.210000,36,0.03177712
3.220000,38,0.03177841
3.230000,41,0.03177971
3.240000,38,0.03178101
3.250000,40,0.03178231
3.260000,36,0.03178361
3.270000,41,0.03178491
3.280000,40,0.03178620
3.290000,42,0.03178750
3.300000,38,0.03178880
3.310000,38,0.03179010
3.320000,39,0.03179140
3.330000,41,0.03179269
3.340000,37,0.03179399
3.350000,39,0.03179529
3.360000,43,0.03179659
3.370000,41,0.03179789
3.380000,40,0.03179919
3.390000,38,0.03180048
3.400000,41,0.03180178
3.410000,37,0.03180308
3.420000,36,0.03180438
3.430000,37,0.03180568
3.440000,42,0.03180697
3.450000,39,0.03180827
3.460000,37,0.03180957
3.470000,38,0.03181087
3.480000,40,0.03181217
3.490000,41,0.03181347
3.500000,36,0.03181476
3.510000,42,0.03181606
3.520000,41,0.03181736
3.530000,38,0.03181866
3.540000,38,0.03181996
3.550000,40,0.03182125
3.560000,38,0.03182255
3.570000,39,0.03182385
3.580000,37,0.03182515
3.590000,35,0.03182645
3.600000,44,0.03182775
3.610000,39,0.03182879
3.620000,39,0.03182915
3.630000,40,0.03182952
3.640000,42,0.03182989
3.650000,41,0.03183026
3.660000,37,0.03183063
3.670000,39,0.03183099
3.680000,39,0.03183136
3.690000,41,0.03183173
3.700000,38,0.03183210
3.710000,40,0.03183247
3.720000,39,0.03183284
3.730000,42,0.03183320
3.740000,34,0.03183357
3.750000,39,0.03183394
3.760000,40,0.03183431
3.770000,40,0.03183468
3.780000,39,0.03183505
3.790000,37,0.03183541
3.800000,40,0.03183578
3.810000,40,0.03183615
3.820000,37,0.03183652
3.830000,36,0.03183689
3.840000,40,0.03183725
3.850000,37,0.03183762
3.860000,40,0.03183799
3.870000,42,0.03183836
3.880000,39,0.03183873
3.890000,39,0.03183910
3.900000,39,0.03183946
3.910000,42,0.03183983
3.920000,42,0.03184020
3.930000,39,0.03184057
3.940000,41,0.03184094
3.950000,39,0.03184131
3.960000,38,0.03184167
3.970000,41,0.03184204
3.980000,39,0.03184241
3.990000,37,0.03184278
4.000000,36,0.03184315
4.010000,41,0.03184352
4.020000,37,0.03184388
4.030000,37,0.03184425
4.040000,38,0.03184462
4.050000,41,0.03184499
4.060000,36,0.03184536
4.070000,40,0.03184572
4.080000,40,0.03184609
4.090000,37,0.03184646
4.100000,37,0.03184683
4.110000,39,0.03184720
4.120000,43,0.03184757
4.130000,39,0.03184793
4.140000,41,0.03184830
4.150000,41,0.03184867
4.160000,36,0.03184904
4.170000,39,0.03184941
4.180000,41,0.03184978
4.190000,38,0.03185014
4.200000,41,0.03185051
4.210000,37,0.03185088
4.220000,36,0.03185125
4.230000,38,0.03185162
4.240000,40,0.03185199
4.250000,38,0.03185235
4.260000,41,0.03185272
4.270000,36,0.03185309
4.280000,38,0.03185346
4.290000,42,0.03185383
4.300000,34,0.03185419
4.310000,40,0.03185456
4.320000,37,0.03185493
4.330000,38,0.03185530
4.340000,38,0.03185567
4.350000,36,0.03185604
4.360000,41,0.03185640
4.370000,40,0.03185677
4.380000,41,0.03185714
4.390000,39,0.03185751
4.400000,37,0.03185788
4.410000,40,0.03185825
4.420000,36,0.03185861
4.430000,37,0.03185898
4.440000,43,0.03185935
4.450000,41,0.03185972
4.460000,40,0.03186009
4.470000,42,0.03186045
4.480000,38,0.03186082
4.490000,40,0.03186119
4.500000,37,0.03186156
4.510000,38,0.03186193
4.520000,39,0.03186230
4.530000,42,0.03186266
4.540000,38,0.03186303
4.550000,41,0.03186340
4.560000,39,0.03186377
4.570000,36,0.03186414
4.580000,35,0.03186451
4.590000,38,0.03186487
4.600000,41,0.03186524
4.610000,40,0.03186561
4.620000,43,0.03186598
4.630000,39,0.03186635
4.640000,42,0.03186672
4.650000,40,0.03186708
4.660000,37,0.03186745
4.670000,41,0.03186782
4.680000,38,0.03186819
4.690000,36,0.03186856
4.700000,38,0.03186892
4.710000,38,0.03186929
4.720000,40,0.03186966
4.730000,41,0.03187003
4.740000,40,0.03187040
4.750000,43,0.03187077
4.760000,35,0.03187113
4.770000,39,0.03187150
4.780000,44,0.03187187
4.790000,38,0.03187224
4.800000,37,0.03187261
4.810000,38,0.03187298
4.820000,37,0.03187334
4.830000,38,0.03187371
4.840000,43,0.03187408
4.850000,36,0.03187445
4.860000,38,0.03187482
4.870000,42,0.03187519
4.880000,40,0.03187555
4.890000,40,0.03187592
4.900000,38,0.03187629
4.910000,41,0.03187666
4.920000,37,0.03187703
4.930000,41,0.03187739
4.940000,39,0.03187776
4.950000,39,0.03187813
4.960000,38,0.03187850
4.970000,41,0.03187887
4.980000,40,0.03187924
4.990000,38,0.03187960
5.000000,39,0.03187997
5.010000,37,0.03188034
5.020000,42,0.03188071
5.030000,42,0.03188108
5.040000,41,0.03188145
5.050000,40,0.03188181
5.060000,40,0.03188218
5.070000,36,0.03188255
5.080000,38,0.03188292
5.090000,39,0.03188329
5.100000,39,0.03188366
5.110000,40,0.03188402
5.120000,38,0.03188439
5.130000,38,0.03188476
5.140000,42,0.03188513
5.150000,39,0.03188550
5.160000,38,0.03188586
5.170000,35,0.03188623
5.180000,36,0.03188660
5.190000,39,0.03188697
5.200000,40,0.03188734
5.210000,36,0.03188771
5.220000,39,0.03188807
5.230000,40,0.03188844
5.240000,38,0.03188881
5.250000,39,0.03188918
5.260000,42,0.03188955
5.270000,38,0.03188992
5.280000,36,0.03189028
5.290000,38,0.03189065
5.300000,37,0.03189102
5.310000,39,0.03189139
5.320000,41,0.03189176
5.330000,41,0.03189212
5.340000,40,0.03189249
5.350000,42,0.03189286
5.360000,40,0.03189323
5.370000,41,0.03189360
5.380000,40,0.03189397
5.390000,40,0.03189433
5.400000,38,0.03189470
5.410000,39,0.03189507
5.420000,38,0.03189452
5.430000,39,0.03189389
5.440000,39,0.03189326
5.450000,41,0.03189263
5.460000,39,0.03189199
5.470000,40,0.03189136
5.480000,37,0.03189073
5.490000,39,0.03189010
5.500000,42,0.03188947
5.510000,40,0.03188884
5.520000,35,0.03188820
5.530000,39,0.03188757
5.540000,39,0.03188694
5.550000,37,0.03188631
5.560000,36,0.03188568
5.570000,37,0.03188504
5.580000,37,0.03188441
5.590000,41,0.03188378
5.600000,40,0.03188315
5.610000,40,0.03188252
5.620000,41,0.03188189
5.630000,35,0.03188125
5.640000,39,0.03188062
5.650000,40,0.03187999
5.660000,38,0.03187936
5.670000,38,0.03187873
5.680000,37,0.03187810
5.690000,39,0.03187746
5.700000,39,0.03187683
5.710000,42,0.03187620
5.720000,40,0.03187557
5.730000,40,0.03187494
5.740000,39,0.03187430
5.750000,38,0.03187367
5.760000,39,0.03187304
5.770000,41,0.03187241
5.780000,40,0.03187178
5.790000,37,0.03187115
5.800000,36,0.03187051
5.810000,40,0.03186988
5.820000,39,0.03186925
5.830000,40,0.03186862
5.840000,37,0.03186799
5.850000,41,0.03186735
5.860000,41,0.03186672
5.870000,39,0.03186609
5.880000,40,0.03186546
5.890000,37,0.03186483
5.900000,39,0.03186420
5.910000,35,0.03186356
5.920000,39,0.03186293
5.930000,44,0.03186230
5.940000,41,0.03186167
5.950000,43,0.03186104
5.960000,40,0.03186041
5.970000,40,0.03185977
5.980000,40,0.03185914
5.990000,38,0.03185851
6.000000,41,0.03185788
6.010000,38,0.03185725
6.020000,39,0.03185661
6.030000,46,0.03185598
6.040000,40,0.03185535
6.050000,38,0.03185472
6.060000,41,0.03185409
6.070000,40,0.03185346
6.080000,39,0.03185282
6.090000,37,0.03185219
6.100000,39,0.03185156
6.110000,38,0.03185093
6.120000,39,0.03185030
6.130000,40,0.03184967
6.140000,40,0.03184903
6.150000,37,0.03184840
6.160000,40,0.03184777
6.170000,40,0.03184714
6.180000,36,0.03184651
6.190000,40,0.03184587
6.200000,39,0.03184524
6.210000,40,0.03184461
6.220000,37,0.03184398
6.230000,38,0.03184335
6.240000,39,0.03184272
6.250000,37,0.03184208
6.260000,40,0.03184145
6.270000,38,0.03184082
6.280000,40,0.03184019
6.290000,37,0.03183956
6.300000,36,0.03183892
6.310000,37,0.03183829
6.320000,35,0.03183766
6.330000,38,0.03183703
6.340000,40,0.03183640
6.350000,42,0.03183577
6.360000,41,0.03183513
6.370000,42,0.03183450
6.380000,42,0.03183387
6.390000,43,0.03183324
6.400000,40,0.03183261
6.410000,41,0.03183198
6.420000,40,0.03183134
6.430000,34,0.03183071
6.440000,39,0.03183008
6.450000,39,0.03182945
6.460000,40,0.03182882
6.470000,38,0.03182818
6.480000,38,0.03182755
6.490000,38,0.03182692
6.500000,41,0.03182629
6.510000,40,0.03182566
6.520000,42,0.03182503
6.530000,37,0.03182439
6.540000,41,0.03182376
6.550000,43,0.03182313
6.560000,37,0.03182250
6.570000,39,0.03182187
6.580000,36,0.03182123
6.590000,33,0.03182060
6.600000,36,0.03181997
6.610000,39,0.03181934
6.620000,39,0.03181871
6.630000,38,0.03181808
6.640000,40,0.03181744
6.650000,40,0.03181681
6.660000,43,0.03181618
6.670000,36,0.03181555
6.680000,37,0.03181492
6.690000,38,0.03181429
6.700000,38,0.03181365
6.710000,38,0.03181302
6.720000,44,0.03181239
6.730000,38,0.03181176
6.740000,40,0.03181113
6.750000,36,0.03181049
6.760000,38,0.03180986
6.770000,41,0.03180923
6.780000,41,0.03180860
6.790000,36,0.03180797
6.800000,43,0.03180734
6.810000,40,0.03180670
6.820000,37,0.03180607
6.830000,40,0.03180544
6.840000,38,0.03180481
6.850000,36,0.03180418
6.860000,39,0.03180355
6.870000,41,0.03180291
6.880000,41,0.03180228
6.890000,35,0.03180165
6.900000,37,0.03180102
6.910000,39,0.03180039
6.920000,41,0.03179975
6.930000,42,0.03179912
6.940000,38,0.03179849
6.950000,36,0.03179786
6.960000,40,0.03179723
6.970000,38,0.03179660
6.980000,40,0.03179596
6.990000,41,0.03179533
7.000000,40,0.03179470
7.010000,37,0.03179407
7.020000,36,0.03179344
7.030000,36,0.03179280
7.040000,41,0.03179217
7.050000,41,0.03179154
7.060000,37,0.03179091
7.070000,38,0.03179028
7.080000,37,0.03178965
7.090000,39,0.03178901
7.100000,37,0.03178838
7.110000,37,0.03178775
7.120000,42,0.03178712
7.130000,41,0.03178649
7.140000,39,0.03178586
7.150000,41,0.03178522
7.160000,38,0.03178459
7.170000,40,0.03178396
7.180000,37,0.03178333
7.190000,37,0.03178270
7.200000,41,0.03178206
7.210000,36,0.03178143
7.220000,38,0.03178138
7.230000,36,0.03178180
7.240000,36,0.03178221
7.250000,39,0.03178262
7.260000,39,0.03178304
7.270000,36,0.03178345
7.280000,43,0.03178386
7.290000,42,0.03178427
7.300000,37,0.03178469
7.310000,40,0.03178510
7.320000,39,0.03178551
7.330000,37,0.03178593
7.340000,36,0.03178634
7.350000,39,0.03178675
7.360000,38,0.03178717
7.370000,41,0.03178758
7.380000,39,0.03178799
7.390000,37,0.03178841
7.400000,37,0.03178882
7.410000,39,0.03178923
7.420000,41,0.03178965
7.430000,36,0.03179006
7.440000,39,0.03179047
7.450000,41,0.03179088
7.460000,36,0.03179130
7.470000,42,0.03179171
7.480000,38,0.03179212
7.490000,39,0.03179254
7.500000,38,0.03179295
7.510000,40,0.03179336
7.520000,40,0.03179378
7.530000,40,0.03179419
7.540000,45,0.03179460
7.550000,34,0.03179502
7.560000,38,0.03179543
7.570000,36,0.03179584
7.580000,38,0.03179626
7.590000,37,0.03179667
7.600000,38,0.03179708
7.610000,39,0.03179749
7.620000,38,0.03179791
7.630000,41,0.03179832
7.640000,36,0.03179873
7.650000,38,0.03179915
7.660000,39,0.03179956
7.670000,42,0.03179997
7.680000,36,0.03180039
7.690000,36,0.03180080
7.700000,40,0.03180121
7.710000,39,0.03180163
7.720000,36,0.03180204
7.730000,41,0.03180245
7.740000,39,0.03180286
7.750000,38,0.03180328
7.760000,38,0.03180369
7.770000,39,0.03180410
7.780000,38,0.03180452
7.790000,40,0.03180493
7.800000,40,0.03180534
7.810000,37,0.03180576
7.820000,36,0.03180617
7.830000,42,0.03180658
7.840000,38,0.03180700
7.850000,42,0.03180741
7.860000,39,0.03180782
7.870000,33,0.03180824
7.880000,39,0.03180865
7.890000,37,0.03180906
7.900000,34,0.03180947
7.910000,39,0.03180989
7.920000,37,0.03181030
7.930000,38,0.03181071
7.940000,41,0.03181113
7.950000,41,0.03181154
7.960000,39,0.03181195
7.970000,39,0.03181237
7.980000,39,0.03181278
7.990000,38,0.03181319
8.000000,37,0.03181361
8.010000,38,0.03181402
8.020000,39,0.03181443
8.030000,37,0.03181484
8.040000,38,0.03181526
8.050000,39,0.03181567
8.060000,37,0.03181608
8.070000,41,0.03181650
8.080000,41,0.03181691
8.090000,39,0.03181732
8.100000,37,0.03181774
8.110000,35,0.03181815
8.120000,34,0.03181856
8.130000,41,0.03181898
8.140000,39,0.03181939
8.150000,38,0.03181980
8.160000,36,0.03182022
8.170000,38,0.03182063
8.180000,41,0.03182104
8.190000,39,0.03182145
8.200000,37,0.03182187
8.210000,45,0.03182228
8.220000,40,0.03182269
8.230000,36,0.03182311
8.240000,40,0.03182352
8.250000,40,0.03182393
8.260000,40,0.03182435
8.270000,40,0.03182476
8.280000,36,0.03182517
8.290000,40,0.03182559
8.300000,37,0.03182600
8.310000,39,0.03182641
8.320000,39,0.03182682
8.330000,40,0.03182724
8.340000,39,0.03182765
8.350000,38,0.03182806
8.360000,44,0.03182848
8.370000,38,0.03182889
8.380000,38,0.03182930
8.390000,40,0.03182972
8.400000,40,0.03183013
8.410000,41,0.03183054
8.420000,36,0.03183096
8.430000,38,0.03183137
8.440000,41,0.03183178
8.450000,39,0.03183220
8.460000,39,0.03183261
8.470000,36,0.03183302
8.480000,36,0.03183343
8.490000,37,0.03183385
8.500000,39,0.03183426
8.510000,40,0.03183467
8.520000,41,0.03183509
8.530000,35,0.03183550
8.540000,39,0.03183591
8.550000,39,0.03183633
8.560000,38,0.03183674
8.570000,38,0.03183715
8.580000,37,0.03183757
8.590000,38,0.03183798
8.600000,34,0.03183839
8.610000,41,0.03183880
8.620000,39,0.03183922
8.630000,42,0.03183963
8.640000,37,0.03184004
8.650000,35,0.03184046
8.660000,43,0.03184087
8.670000,34,0.03184128
8.680000,36,0.03184170
8.690000,40,0.03184211
8.700000,42,0.03184252
8.710000,37,0.03184294
8.720000,38,0.03184335
8.730000,38,0.03184376
8.740000,40,0.03184418
8.750000,37,0.03184459
8.760000,40,0.03184500
8.770000,41,0.03184541
8.780000,39,0.03184583
8.790000,39,0.03184624
8.800000,44,0.03184665
8.810000,40,0.03184707
8.820000,38,0.03184748
8.830000,41,0.03184789
8.840000,41,0.03184831
8.850000,37,0.03184872
8.860000,37,0.03184913
8.870000,42,0.03184955
8.880000,41,0.03184996
8.890000,42,0.03185037
8.900000,42,0.03185078
8.910000,37,0.03185120
8.920000,36,0.03185161
8.930000,41,0.03185202
8.940000,41,0.03185244
8.950000,39,0.03185285
8.960000,40,0.03185326
8.970000,37,0.03185368
8.980000,37,0.03185409
8.990000,39,0.03185450
9.000000,40,0.03185492
9.010000,40,0.03185533
9.020000,39,0.03185587
9.030000,40,0.03185694
9.040000,41,0.03185800
9.050000,40,0.03185907
9.060000,38,0.03186014
9.070000,42,0.03186121
9.080000,37,0.03186227
9.090000,39,0.03186334
9.100000,43,0.03186441
9.110000,44,0.03186547
9.120000,42,0.03186654
9.130000,38,0.03186761
9.140000,35,0.03186868
9.150000,38,0.03186974
9.160000,39,0.03187081
9.170000,39,0.03187188
9.180000,37,0.03187294
9.190000,38,0.03187401
9.200000,39,0.03187508
9.210000,39,0.03187614
9.220000,42,0.03187721
9.230000,40,0.03187828
9.240000,40,0.03187935
9.250000,38,0.03188041
9.260000,39,0.03188148
9.270000,35,0.03188255
9.280000,38,0.03188361
9.290000,36,0.03188468
9.300000,39,0.03188575
9.310000,40,0.03188682
9.320000,39,0.03188788
9.330000,42,0.03188895
9.340000,38,0.03189002
9.350000,39,0.03189108
9.360000,38,0.03189215
9.370000,38,0.03189322
9.380000,42,0.03189428
9.390000,36,0.03189535
9.400000,42,0.03189642
9.410000,42,0.03189749
9.420000,40,0.03189855
9.430000,38,0.03189962
9.440000,40,0.03190069
9.450000,38,0.03190175
9.460000,42,0.03190282
9.470000,37,0.03190389
9.480000,37,0.03190496
9.490000,39,0.03190602
9.500000,34,0.03190709
9.510000,42,0.03190816
9.520000,38,0.03190922
9.530000,41,0.03191029
9.540000,39,0.03191136
9.550000,36,0.03191242
9.560000,39,0.03191349
9.570000,40,0.03191456
9.580000,37,0.03191563
9.590000,37,0.03191669
9.600000,37,0.03191776
9.610000,41,0.03191883
9.620000,37,0.03191989
9.630000,37,0.03192096
9.640000,39,0.03192203
9.650000,39,0.03192310
9.660000,38,0.03192416
9.670000,42,0.03192523
9.680000,42,0.03192630
9.690000,37,0.03192736
9.700000,43,0.03192843
9.710000,40,0.03192950
9.720000,40,0.03193056
9.730000,41,0.03193163
9.740000,36,0.03193270
9.750000,37,0.03193377
9.760000,40,0.03193483
9.770000,38,0.03193590
9.780000,45,0.03193697
9.790000,38,0.03193803
9.800000,41,0.03193910
9.810000,37,0.03194017
9.820000,43,0.03194124
9.830000,43,0.03194230
9.840000,36,0.03194337
9.850000,40,0.03194444
9.860000,39,0.03194550
9.870000,42,0.03194657
9.880000,34,0.03194764
9.890000,38,0.03194870
9.900000,41,0.03194977
9.910000,38,0.03195084
9.920000,38,0.03195191
9.930000,36,0.03195297
9.940000,40,0.03195404
9.950000,39,0.03195511
9.960000,36,0.03195617
9.970000,39,0.03195724
9.980000,38,0.03195831
9.990000,40,0.03195938
10.000000,40,0.03196044
10.010000,41,0.03196151
10.020000,40,0.03196258
10.030000,37,0.03196364
10.040000,39,0.03196471
10.050000,38,0.03196578
10.060000,41,0.03196684
10.070000,38,0.03196791
10.080000,42,0.03196898
10.090000,39,0.03197005
10.100000,40,0.03197111
10.110000,38,0.03197218
10.120000,41,0.03197325
10.130000,38,0.03197431
10.140000,42,0.03197538
10.150000,40,0.03197645
10.160000,41,0.03197752
10.170000,40,0.03197858
10.180000,37,0.03197965
10.190000,42,0.03198072
10.200000,36,0.03198178
10.210000,39,0.03198285
10.220000,41,0.03198392
10.230000,41,0.03198498
10.240000,38,0.03198605
10.250000,38,0.03198712
10.260000,39,0.03198819
10.270000,37,0.03198925
10.280000,39,0.03199032
10.290000,37,0.03199139
10.300000,40,0.03199245
10.310000,39,0.03199352
10.320000,37,0.03199459
10.330000,38,0.03199566
10.340000,39,0.03199672
10.350000,37,0.03199779
10.360000,36,0.03199886
10.370000,37,0.03199992
10.380000,39,0.03200099
10.390000,35,0.03200206
10.400000,39,0.03200313
10.410000,41,0.03200419
10.420000,38,0.03200526
10.430000,38,0.03200633
10.440000,36,0.03200739
10.450000,37,0.03200846
10.460000,38,0.03200953
10.470000,40,0.03201059
10.480000,38,0.03201166
10.490000,37,0.03201273
10.500000,38,0.03201380
10.510000,37,0.03201486
10.520000,42,0.03201593
10.530000,38,0.03201700
10.540000,42,0.03201806
10.550000,36,0.03201913
10.560000,37,0.03202020
10.570000,42,0.03202127
10.580000,38,0.03202233
10.590000,43,0.03202340
10.600000,41,0.03202447
10.610000,42,0.03202553
10.620000,36,0.03202660
10.630000,39,0.03202767
10.640000,38,0.03202873
10.650000,42,0.03202980
10.660000,38,0.03203087
10.670000,39,0.03203194
10.680000,37,0.03203300
10.690000,36,0.03203407
10.700000,40,0.03203514
10.710000,38,0.03203620
10.720000,40,0.03203727
10.730000,37,0.03203834
