time_s,adc_code,voltage_v
4.680000,37,0.03174491
4.690000,41,0.03174491
4.700000,38,0.03174492
4.710000,40,0.03174493
4.720000,38,0.03174493
4.730000,39,0.03174494
4.740000,38,0.03174495
4.750000,37,0.03174495
4.760000,41,0.03174496
4.770000,37,0.03174497
4.780000,41,0.03174497
4.790000,34,0.03174498
4.800000,38,0.03174499
4.810000,41,0.03174499
4.820000,41,0.03174500
4.830000,35,0.03174501
4.840000,39,0.03174501
4.850000,39,0.03174502
4.860000,39,0.03174503
4.870000,38,0.03174503
4.880000,37,0.03174504
4.890000,39,0.03174505
4.900000,40,0.03174505
4.910000,41,0.03174506
4.920000,39,0.03174507
4.930000,37,0.03174507
4.940000,40,0.03174508
4.950000,36,0.03174509
4.960000,37,0.03174509
4.970000,38,0.03174510
4.980000,39,0.03174511
4.990000,39,0.03174511
5.000000,43,0.03174512
5.010000,40,0.03174513
5.020000,41,0.03174513
5.030000,38,0.03174514
5.040000,37,0.03174515
5.050000,38,0.03174515
5.060000,38,0.03174516
5.070000,43,0.03174517
5.080000,42,0.03174517
5.090000,41,0.03174518
5.100000,39,0.03174519
5.110000,36,0.03174519
5.120000,38,0.03174520
5.130000,38,0.03174521
5.140000,37,0.03174521
5.150000,40,0.03174522
5.160000,42,0.03174523
5.170000,43,0.03174523
5.180000,39,0.03174524
5.190000,39,0.03174525
5.200000,40,0.03174525
5.210000,38,0.03174526
5.220000,42,0.03174526
5.230000,40,0.03174527
5.240000,39,0.03174528
5.250000,40,0.03174528
5.260000,38,0.03174529
5.270000,39,0.03174530
5.280000,42,0.03174530
5.290000,41,0.03174531
5.300000,39,0.03174532
5.310000,36,0.03174532
5.320000,44,0.03174533
5.330000,40,0.03174534
5.340000,41,0.03174534
5.350000,37,0.03174535
5.360000,40,0.03174536
5.370000,40,0.03174536
5.380000,40,0.03174537
5.390000,42,0.03174538
5.400000,36,0.03174538
5.410000,42,0.03174539
5.420000,38,0.03174487
5.430000,38,0.03174431
5.440000,39,0.03174375
5.450000,40,0.03174319
5.460000,40,0.03174262
5.470000,38,0.03174206
5.480000,40,0.03174150
5.490000,45,0.03174094
5.500000,41,0.03174037
5.510000,38,0.03173981
5.520000,42,0.03173925
5.530000,41,0.03173869
5.540000,38,0.03173812
5.550000,42,0.03173756
5.560000,36,0.03173700
5.570000,40,0.03173644
5.580000,43,0.03173587
5.590000,37,0.03173531
5.600000,38,0.03173475
5.610000,37,0.03173419
5.620000,42,0.03173362
5.630000,38,0.03173306
5.640000,39,0.03173250
5.650000,40,0.03173194
5.660000,41,0.03173137
5.670000,40,0.03173081
5.680000,37,0.03173025
5.690000,35,0.03172969
5.700000,41,0.03172912
5.710000,39,0.03172856
5.720000,40,0.03172800
5.730000,38,0.03172744
5.740000,39,0.03172687
5.750000,42,0.03172631
5.760000,36,0.03172575
5.770000,38,0.03172519
5.780000,36,0.03172462
5.790000,42,0.03172406
5.800000,39,0.03172350
5.810000,37,0.03172294
5.820000,36,0.03172237
5.830000,39,0.03172181
5.840000,39,0.03172125
5.850000,39,0.03172068
5.860000,42,0.03172012
5.870000,37,0.03171956
5.880000,40,0.03171900
5.890000,42,0.03171843
5.900000,38,0.03171787
5.910000,41,0.03171731
5.920000,42,0.03171675
5.930000,36,0.03171618
5.940000,38,0.03171562
5.950000,36,0.03171506
5.960000,40,0.03171450
5.970000,43,0.03171393
5.980000,36,0.03171337
5.990000,39,0.03171281
6.000000,44,0.03171225
6.010000,38,0.03171168
6.020000,40,0.03171112
6.030000,40,0.03171056
6.040000,38,0.03171000
6.050000,41,0.03170943
6.060000,40,0.03170887
6.070000,39,0.03170831
6.080000,38,0.03170775
6.090000,41,0.03170718
6.100000,39,0.03170662
6.110000,37,0.03170606
6.120000,38,0.03170550
6.130000,39,0.03170493
6.140000,40,0.03170437
6.150000,36,0.03170381
6.160000,41,0.03170325
6.170000,36,0.03170268
6.180000,35,0.03170212
6.190000,38,0.03170156
6.200000,40,0.03170100
6.210000,41,0.03170043
6.220000,37,0.03169987
6.230000,38,0.03169931
6.240000,41,0.03169875
6.250000,39,0.03169818
6.260000,41,0.03169762
6.270000,40,0.03169706
6.280000,36,0.03169650
6.290000,37,0.03169593
6.300000,41,0.03169537
6.310000,34,0.03169481
6.320000,41,0.03169424
6.330000,39,0.03169368
6.340000,37,0.03169312
6.350000,43,0.03169256
6.360000,37,0.03169199
6.370000,38,0.03169143
6.380000,38,0.03169087
6.390000,38,0.03169031
6.400000,40,0.03168974
6.410000,40,0.03168918
6.420000,34,0.03168862
6.430000,41,0.03168806
6.440000,41,0.03168749
6.450000,41,0.03168693
6.460000,40,0.03168637
6.470000,36,0.03168581
6.480000,40,0.03168524
6.490000,38,0.03168468
6.500000,37,0.03168412
6.510000,39,0.03168356
6.520000,40,0.03168299
6.530000,37,0.03168243
6.540000,37,0.03168187
6.550000,40,0.03168131
6.560000,41,0.03168074
6.570000,38,0.03168018
6.580000,39,0.03167962
6.590000,39,0.03167906
6.600000,42,0.03167849
6.610000,39,0.03167793
6.620000,35,0.03167737
6.630000,37,0.03167681
6.640000,41,0.03167624
6.650000,42,0.03167568
6.660000,41,0.03167512
6.670000,38,0.03167456
6.680000,37,0.03167399
6.690000,40,0.03167343
6.700000,39,0.03167287
6.710000,38,0.03167231
6.720000,37,0.03167174
6.730000,40,0.03167118
6.740000,37,0.03167062
6.750000,38,0.03167005
6.760000,43,0.03166949
6.770000,39,0.03166893
6.780000,41,0.03166837
6.790000,39,0.03166780
6.800000,40,0.03166724
6.810000,39,0.03166668
6.820000,43,0.03166612
6.830000,40,0.03166555
6.840000,39,0.03166499
6.850000,39,0.03166443
6.860000,38,0.03166387
6.870000,41,0.03166330
6.880000,37,0.03166274
6.890000,36,0.03166218
6.900000,39,0.03166162
6.910000,40,0.03166105
6.920000,36,0.03166049
6.930000,39,0.03165993
6.940000,39,0.03165937
6.950000,36,0.03165880
6.960000,35,0.03165824
6.970000,39,0.03165768
6.980000,39,0.03165712
6.990000,40,0.03165655
7.000000,36,0.03165599
7.010000,41,0.03165543
7.020000,39,0.03165487
7.030000,40,0.03165430
7.040000,43,0.03165374
7.050000,39,0.03165318
7.060000,38,0.03165262
7.070000,38,0.03165205
7.080000,36,0.03165149
7.090000,39,0.03165093
7.100000,36,0.03165037
7.110000,37,0.03164980
7.120000,35,0.03164924
7.130000,40,0.03164868
7.140000,39,0.03164812
7.150000,41,0.03164755
7.160000,38,0.03164699
7.170000,38,0.03164643
7.180000,37,0.03164587
7.190000,37,0.03164530
7.200000,42,0.03164474
7.210000,33,0.03164418
7.220000,41,0.03164432
7.230000,41,0.03164501
7.240000,38,0.03164570
7.250000,39,0.03164640
7.260000,42,0.03164709
7.270000,39,0.03164779
7.280000,35,0.03164848
7.290000,37,0.03164918
7.300000,41,0.03164987
7.310000,37,0.03165056
7.320000,41,0.03165126
7.330000,38,0.03165195
7.340000,40,0.03165265
7.350000,38,0.03165334
7.360000,37,0.03165404
7.370000,38,0.03165473
7.380000,35,0.03165542
7.390000,40,0.03165612
7.400000,34,0.03165681
7.410000,39,0.03165751
7.420000,37,0.03165820
7.430000,40,0.03165890
7.440000,41,0.03165959
7.450000,39,0.03166028
7.460000,38,0.03166098
7.470000,39,0.03166167
7.480000,40,0.03166237
7.490000,41,0.03166306
7.500000,38,0.03166376
7.510000,41,0.03166445
7.520000,37,0.03166514
7.530000,39,0.03166584
7.540000,43,0.03166653
7.550000,39,0.03166723
7.560000,40,0.03166792
7.570000,40,0.03166862
7.580000,39,0.03166931
7.590000,43,0.03167000
7.600000,39,0.03167070
7.610000,36,0.03167139
7.620000,38,0.03167209
7.630000,39,0.03167278
7.640000,38,0.03167348
7.650000,38,0.03167417
7.660000,41,0.03167486
7.670000,40,0.03167556
7.680000,42,0.03167625
7.690000,39,0.03167695
7.700000,37,0.03167764
7.710000,38,0.03167834
7.720000,38,0.03167903
7.730000,38,0.03167972
7.740000,40,0.03168042
7.750000,35,0.03168111
7.760000,39,0.03168181
7.770000,42,0.03168250
7.780000,37,0.03168320
7.790000,40,0.03168389
7.800000,39,0.03168458
7.810000,36,0.03168528
7.820000,37,0.03168597
7.830000,42,0.03168667
7.840000,37,0.03168736
7.850000,39,0.03168806
7.860000,39,0.03168875
7.870000,37,0.03168944
7.880000,41,0.03169014
7.890000,41,0.03169083
7.900000,40,0.03169153
7.910000,39,0.03169222
7.920000,37,0.03169292
7.930000,37,0.03169361
7.940000,41,0.03169430
7.950000,35,0.03169500
7.960000,41,0.03169569
7.970000,40,0.03169639
7.980000,40,0.03169708
7.990000,39,0.03169778
8.000000,37,0.03169847
8.010000,37,0.03169916
8.020000,39,0.03169986
8.030000,40,0.03170055
8.040000,41,0.03170125
8.050000,39,0.03170194
8.060000,40,0.03170264
8.070000,37,0.03170333
8.080000,41,0.03170402
8.090000,40,0.03170472
8.100000,43,0.03170541
8.110000,41,0.03170611
8.120000,39,0.03170680
8.130000,37,0.03170750
8.140000,42,0.03170819
8.150000,37,0.03170888
8.160000,40,0.03170958
8.170000,41,0.03171027
8.180000,41,0.03171097
8.190000,37,0.03171166
8.200000,37,0.03171236
8.210000,41,0.03171305
8.220000,40,0.03171374
8.230000,45,0.03171444
8.240000,37,0.03171513
8.250000,36,0.03171583
8.260000,37,0.03171652
8.270000,37,0.03171722
8.280000,38,0.03171791
8.290000,40,0.03171860
8.300000,40,0.03171930
8.310000,38,0.03171999
8.320000,37,0.03172069
8.330000,40,0.03172138
8.340000,38,0.03172208
8.350000,41,0.03172277
8.360000,38,0.03172346
8.370000,38,0.03172416
8.380000,41,0.03172485
8.390000,41,0.03172555
8.400000,42,0.03172624
8.410000,37,0.03172694
8.420000,41,0.03172763
8.430000,42,0.03172832
8.440000,39,0.03172902
8.450000,37,0.03172971
8.460000,39,0.03173041
8.470000,40,0.03173110
8.480000,39,0.03173180
8.490000,39,0.03173249
8.500000,41,0.03173318
8.510000,43,0.03173388
8.520000,42,0.03173457
8.530000,37,0.03173527
8.540000,36,0.03173596
8.550000,42,0.03173666
8.560000,42,0.03173735
8.570000,39,0.03173804
8.580000,36,0.03173874
8.590000,42,0.03173943
8.600000,38,0.03174013
8.610000,37,0.03174082
8.620000,39,0.03174152
8.630000,39,0.03174221
8.640000,36,0.03174290
8.650000,36,0.03174360
8.660000,39,0.03174429
8.670000,39,0.03174499
8.680000,36,0.03174568
8.690000,44,0.03174638
8.700000,41,0.03174707
8.710000,40,0.03174776
8.720000,40,0.03174846
8.730000,35,0.03174915
8.740000,39,0.03174985
8.750000,40,0.03175054
8.760000,39,0.03175124
8.770000,40,0.03175193
8.780000,40,0.03175262
8.790000,42,0.03175332
8.800000,41,0.03175401
8.810000,38,0.03175471
8.820000,41,0.03175540
8.830000,38,0.03175610
8.840000,39,0.03175679
8.850000,40,0.03175748
8.860000,39,0.03175818
8.870000,39,0.03175887
8.880000,39,0.03175957
8.890000,40,0.03176026
8.900000,34,0.03176096
8.910000,39,0.03176165
8.920000,37,0.03176234
8.930000,42,0.03176304
8.940000,39,0.03176373
8.950000,37,0.03176443
8.960000,40,0.03176512
8.970000,39,0.03176582
8.980000,40,0.03176651
8.990000,35,0.03176720
9.000000,38,0.03176790
9.010000,37,0.03176859
9.020000,42,0.03176901
9.030000,40,0.03176827
9.040000,38,0.03176753
9.050000,39,0.03176679
9.060000,39,0.03176606
9.070000,38,0.03176532
9.080000,37,0.03176458
9.090000,36,0.03176385
9.100000,41,0.03176311
9.110000,37,0.03176237
9.120000,40,0.03176163
9.130000,41,0.03176090
9.140000,40,0.03176016
9.150000,39,0.03175942
9.160000,40,0.03175869
9.170000,38,0.03175795
9.180000,37,0.03175721
9.190000,41,0.03175647
9.200000,40,0.03175574
9.210000,41,0.03175500
9.220000,39,0.03175426
9.230000,35,0.03175352
9.240000,38,0.03175279
9.250000,38,0.03175205
9.260000,41,0.03175131
9.270000,37,0.03175058
9.280000,41,0.03174984
9.290000,39,0.03174910
9.300000,39,0.03174836
9.310000,39,0.03174763
9.320000,40,0.03174689
9.330000,37,0.03174615
9.340000,41,0.03174542
9.350000,36,0.03174468
9.360000,37,0.03174394
9.370000,37,0.03174320
9.380000,40,0.03174247
9.390000,37,0.03174173
9.400000,42,0.03174099
9.410000,37,0.03174025
9.420000,44,0.03173952
9.430000,40,0.03173878
9.440000,41,0.03173804
9.450000,40,0.03173731
9.460000,41,0.03173657
9.470000,38,0.03173583
9.480000,36,0.03173509
9.490000,41,0.03173436
9.500000,40,0.03173362
9.510000,39,0.03173288
9.520000,38,0.03173214
9.530000,39,0.03173141
9.540000,39,0.03173067
9.550000,41,0.03172993
9.560000,38,0.03172920
9.570000,40,0.03172846
9.580000,41,0.03172772
9.590000,39,0.03172698
9.600000,40,0.03172625
9.610000,38,0.03172551
9.620000,39,0.03172477
9.630000,38,0.03172404
9.640000,41,0.03172330
9.650000,38,0.03172256
9.660000,37,0.03172182
9.670000,39,0.03172109
9.680000,38,0.03172035
9.690000,42,0.03171961
9.700000,40,0.03171887
9.710000,38,0.03171814
9.720000,37,0.03171740
9.730000,39,0.03171666
9.740000,38,0.03171593
9.750000,39,0.03171519
9.760000,39,0.03171445
9.770000,46,0.03171371
9.780000,37,0.03171298
9.790000,39,0.03171224
9.800000,41,0.03171150
9.810000,41,0.03171077
9.820000,39,0.03171003
9.830000,40,0.03170929
9.840000,38,0.03170855
9.850000,43,0.03170782
9.860000,38,0.03170708
9.870000,40,0.03170634
9.880000,37,0.03170560
9.890000,40,0.03170487
9.900000,38,0.03170413
9.910000,42,0.03170339
9.920000,38,0.03170266
9.930000,39,0.03170192
9.940000,39,0.03170118
9.950000,40,0.03170044
9.960000,38,0.03169971
9.970000,35,0.03169897
9.980000,35,0.03169823
9.990000,38,0.03169750
10.000000,41,0.03169676
10.010000,41,0.03169602
10.020000,40,0.03169528
10.030000,41,0.03169455
10.040000,39,0.03169381
10.050000,39,0.03169307
10.060000,40,0.03169233
10.070000,42,0.03169160
10.080000,42,0.03169086
10.090000,40,0.03169012
10.100000,36,0.03168939
10.110000,38,0.03168865
10.120000,34,0.03168791
10.130000,41,0.03168717
10.140000,39,0.03168644
10.150000,42,0.03168570
10.160000,42,0.03168496
10.170000,39,0.03168422
10.180000,40,0.03168349
10.190000,39,0.03168275
10.200000,36,0.03168201
10.210000,40,0.03168128
10.220000,39,0.03168054
10.230000,39,0.03167980
10.240000,42,0.03167906
10.250000,37,0.03167833
10.260000,36,0.03167759
10.270000,41,0.03167685
10.280000,41,0.03167612
10.290000,40,0.03167538
10.300000,39,0.03167464
10.310000,39,0.03167390
10.320000,39,0.03167317
10.330000,39,0.03167243
10.340000,38,0.03167169
10.350000,41,0.03167095
10.360000,38,0.03167022
10.370000,36,0.03166948
10.380000,39,0.03166874
10.390000,37,0.03166801
10.400000,37,0.03166727
10.410000,40,0.03166653
10.420000,37,0.03166579
10.430000,37,0.03166506
10.440000,38,0.03166432
10.450000,37,0.03166358
10.460000,38,0.03166285
10.470000,38,0.03166211
10.480000,36,0.03166137
10.490000,36,0.03166063
10.500000,43,0.03165990
10.510000,39,0.03165916
10.520000,38,0.03165842
10.530000,40,0.03165768
10.540000,39,0.03165695
10.550000,39,0.03165621
10.560000,38,0.03165547
10.570000,38,0.03165474
10.580000,38,0.03165400
10.590000,42,0.03165326
10.600000,38,0.03165252
10.610000,40,0.03165179
10.620000,40,0.03165105
10.630000,35,0.03165031
10.640000,41,0.03164958
10.650000,39,0.03164884
10.660000,35,0.03164810
10.670000,42,0.03164736
10.680000,41,0.03164663
10.690000,39,0.03164589
10.700000,38,0.03164515
10.710000,37,0.03164441
10.720000,38,0.03164368
10.730000,38,0.03164294
